"","X[[i]]"
"1080","rt  s poppy harlow unaware  was first to float obama birther info in  poppy once passed on the air"
"1081","   trump is a fraudster       tcomontmjvovb "
"1082","rt   now cutting hair at her rallies supercuts was nice to supply her with their official garb  htt"
"1083"," when is melanias immigration press conference   "
"1084","rt      shut it down tcooocixqfa"
"1085","rt   now cutting hair at her rallies supercuts was nice to supply her with their official garb  htt"
"1086","   by the clinton crime family  tcoleialhx"
"1087","rt  sometimes   makes it too easy     tcorcpqi"
"1088","rt  were still waiting on clintons wall street speech transcripts  observer    ht"
"1089"," doesnt care about americans she cares about money and power pathetic  tcopgxkfqhlpw"
"1090","ever hear of the hague    wants to increase number of syrian refugees by  percent mostly true"
"1091","rt  who should be the next president of the united states     "
"1092"," trump is a fraudster       tcomontmjvovb "
"1093","rt  pompano beach new  office opening pm  pm rsvp tcozgkoqlp"
"1094","rt  winter haven new  haven office opening pm  pm rsvp tcoatxyykcbaj"
"1095","rt   hands out favors at the state dept isnt banned from anything might be president tcoiuzaytgmkt"
"1096","watch  vlog  with  tcoqvuwg amp please subscribe thanks tcoymfvqbcr"
"1097","rt  sunrise new  office opening pmpmrsvp tcobyiurtyj"
"1098"," thats why  told  truth about  amp her unethical lies about  amp "
"1099","rt  sunrise new  office opening pmpmrsvp tcobyiurtyj"
"1100","ticktock goes the clock ring goes the bell when the hourglass flips over  goes to jail tcowooyqnnat"
"1101","rt  who should be the next president of the united states     "
"1102","rt  how can people not see how scary  is tcohkyifzk"
"1103","   message then  star smacks her down with  words tcoppzvtjzudn"
"1104","rt   just scamming taxpayers and poor centralsouth american kids for "
"1105"," bcz u embrace everything that  stands for big gov more debt less freedom mass immigration amp perpetual war"
"1106","rt  manatee county new  office opening pm  pmrsvp tcosrmoauv"
"1107","rt  new revelations show a nation for sale under    tcoyxgdqda via "
"1108","rt   is a depraved rapist tcobqdqhkmdh   "
"1109","rt  sunrise new  office opening pmpmrsvp tcobyiurtyj"
"1110","rt  oops  discovered  more emails that shouldnt have been deleted s ongoing email troubles ht"
"1111","rt  the  is under fire for shoddy  story tcoaqxytthih"
"1112","rt   now cutting hair at her rallies supercuts was nice to supply her with their official garb  htt"
"1113","rt  manatee county new  office opening pm  pmrsvp tcosrmoauv"
"1114","rt  manatee county new  office opening pm  pmrsvp tcosrmoauv"
"1115","rt  even  supporters have to be embarrassed by the depth of corruption she brought to the state dept"
"1116","rt  a vote for  is a vote for another generation of poverty high crime amp lost opportunities  h"
"1117","if  walked up amp stabbed juan williams wife he would say use a bigger knife my queen low life piece of   "
"1118","rt  great news  reasons why this was hillary clintons worst week ever amp getting worse tcorrxrmeosqd "
"1119","manatee county new  office opening pm  pmrsvp tcosrmoauv"
"1120","mr fix it in a week donald trump lied about meeting top chicago cops    tcodkrrfeqs"
"1121","rt  establishment launches frontal assault on  as election nears  tcoymfgudcoiq tc"
"1122","editorial voters deserve to decide for themselves its time to release the  emails tcotnqmmmuumw"
"1123","rt  the  is under fire for shoddy  story tcoaqxytthih"
"1124","rt  s fundraisers no press allowed  we all know she cant answer questions not scripted  "
"1125","rt  how can people not see how scary  is tcohkyifzk"
"1126","rt  if you did half of what  did youd be looking at  years no hope of early parole  got  "
"1127","still no questions taken by  proof shes guilty of  paid from  ampaccess statedept she cant answer it"
"1128","rt  dark lord hacked documents reveal magnitude of george soross influence he    tcol"
"1129","rt   now cutting hair at her rallies supercuts was nice to supply her with their official garb  htt"
"1130","rt  even  supporters have to be embarrassed by the depth of corruption she brought to the state dept"
"1131","  with  one never knows if her actions are premeditated or premedicated  "
"1132"," got donations from more than half her meetings clinton cash free movie tcogubatvu"
"1133","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"1134","rt      like cartoons support tcokmemqdgmdx tc"
"1135","rt  joshua monroe the guy who makes nude trump statues      "
"1136"," but wasserman schultz is an expert at rigging primaries for her good friend  tcomxdzfoho"
"1137","rt  dark lord hacked documents reveal magnitude of george soross influence he    tcol"
"1138","rt  unfit liar gtgt  says no big deal that  veterans died waiting waiting for care at the "
"1139"," im sorry which one is the husband this story smells funny ill be shocked if it doesnt end up being a hoax "
"1140","rt  whats up with this hear latinos are going to stick it to dems amp reject   "
"1141","if you did half of what  did youd be looking at  years no hope of early parole  got  tcojgsqduefhc"
"1142","rt  sunrise new  office opening pmpmrsvp tcobyiurtyj"
"1143","her machine is much larger than i imagined     tcodjqhyur via "
"1144","rt  even  supporters have to be embarrassed by the depth of corruption she brought to the state dept"
"1145","rt  no gop or anti hillary media is going to stop our tconomrakuew tc"
"1146","rt  a vote for  is a vote for another generation of poverty high crime amp lost opportunities  h"
"1147","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"1148","rt   is nixon of the st century tcolpnuyfocka     t"
"1149","rt  the  is under fire for shoddy  story tcoaqxytthih"
"1150","rt  army lists  as a national security threat next to the likes of  tcozvijdnhs "
"1151","rt  unfit liar gtgt  says no big deal that  veterans died waiting waiting for care at the "
"1152","rt  sunrise new  office opening pmpmrsvp tcobyiurtyj"
"1153","rt  a vote for  is a vote for another generation of poverty high crime amp lost opportunities  h"
"1154","rt  no gop or anti hillary media is going to stop our tconomrakuew tc"
"1155","rt   is nixon of the st century tcolpnuyfocka     t"
"1156","rt  new revelations show a nation for sale under  tcoxwczzvncp"
"1157","rt  just  days to confirm    would get a drubbing   release"
"1158","rt   got  million from muslim terror sponsorsshes paid to sacrifice us citizens to islamists"
"1159","rt  pompano beach new  office opening pm  pm rsvp tcozgkoqlp"
"1160","rt  sometimes   makes it too easy     tcorcpqi"
"1161","sunrise new  office opening pmpmrsvp tcobyiurtyj"
"1162"," supports  endorsed  took your  amp walked away tcoqqbimpe"
"1163","rt  pompano beach new  office opening pm  pm rsvp tcozgkoqlp"
"1164","rt  who should be the next president of the united states     "
"1165","rt  senator joe manchin has a huge conflict of interest  democrats how are you fixing this   "
"1166","rt   atlanta ap  former president bill clinton defends clinton foundation saying it creates jobs saves li"
"1167","rt  oops  discovered  more emails that shouldnt have been deleted s ongoing email troubles ht"
"1168","rt   now cutting hair at her rallies supercuts was nice to supply her with their official garb  htt"
"1169"," tells us what  means for the internet tcoxpkcfbtnpg   "
"1170","rt  a vote for  is a vote for another generation of poverty high crime amp lost opportunities  h"
"1171","rt  oops  discovered  more emails that shouldnt have been deleted s ongoing email troubles ht"
"1172","rt  with s being her best weapon  decides to go into hiding and ignore her controversies "
"1173","rt  us  admits   is a threat to national security     tcok"
"1174","rt   is not sick she slipped on isis and hurt her hip "
"1175","rt  oops  discovered  more emails that shouldnt have been deleted s ongoing email troubles ht"
"1176","rt  easy debate guide to   tcoojiixeaz official   site  still up "
"1177","establishment launches frontal assault on  as election nears  tcoymfgudcoiq tcoepswear"
"1178","rt  because  does not include  in it not in any shape not in any capacity never tcobkw"
"1179","rt  attention bad news  amp hard working  ms   will raise taxesh"
"1180","rt  new revelations show a nation for sale under  tcoxwczzvncp"
"1181","rt  the truth     tconsvfvjdx"
"1182","rt  a vote for  is a vote for another generation of poverty high crime amp lost opportunities  h"
"1183","rt      like cartoons support tcokmemqdgmdx tc"
"1184","rt  attention bad news  amp hard working  ms   will raise taxesh"
"1185"," pay to play tcowyfeafjab wonder americans distrust politicians we keep getting disappointed when we do"
"1186",NA
"1187","rt  pompano beach new  office opening pm  pm rsvp tcozgkoqlp"
"1188","rt  the  is under fire for shoddy  story tcoaqxytthih"
"1189","rt  army lists  as a national security threat next to the likes of  tcozvijdnhs "
"1190","i am a car wash via dane chapin tcosuvxkqrrh  "
"1191","i am a car wash via dane chapin tcossrvzbvdp  "
"1192","   agreed i think she would look gorgeous in s potato sacks though"
"1193","rt     is a  fan thats why she dislikes  so much i stopped w"
"1194","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"1195","rt  pompano beach new  office opening pm  pm rsvp tcozgkoqlp"
"1196","rt  where would  or  steer us foreign policy as president compare tcoqyizzwaqxb t"
"1197","rt    no one matters to  but  she will do anything to get elected"
"1198","rt  isnt the email scandal hilarious  wow  so funny  tcoiemffbib"
"1199","rt  the  is under fire for shoddy  story tcoaqxytthih"
"1200","winter haven new  haven office opening pm  pm rsvp tcoatxyykcbaj"
"1201","like politicians domain for saletcoupvctsogtcofwsbjvf      "
